GEOID,Metro Area,GEOID,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
38900,"Portland-Vancouver-Hillsboro, OR-WA",38900,3.0,2.8,2.5,2.8,2.6,2.5,2.4,2.3,2.2,2.2,2.4,2.7,2.8,3.0,3.2,3.3,3.4,3.5,3.5,3.4,3.5,3.5,3.7,3.9,4.2,4.8,5.4,5.3,4.9,4.4,4.4,4.0,4.1,4.5,4.7,4.8,5.1,5.3,5.2,5.3,5.5,6.3,6.6,6.1,6.2
39300,"Providence-Warwick, RI-MA",39300,3.2,3.1,2.9,2.9,3.0,3.2,3.6,4.2,4.4,4.3,4.2,4.1,3.9,3.7,3.6,3.4,3.4,3.3,3.2,3.2,3.3,3.7,4.5,5.2,5.7,5.8,5.6,5.3,4.6,4.0,4.2,4.1,3.9,4.2,4.2,4.2,4.2,4.3,4.3,4.4,4.8,5.2,5.5,5.5,5.8
39340,"Provo-Orem-Lehi, UT",39340,4.2,4.3,4.3,4.3,4.0,3.9,3.8,3.5,3.1,2.8,2.7,2.6,2.7,2.9,3.2,3.4,3.5,3.5,3.6,3.4,3.4,3.6,3.7,3.7,3.8,4.0,4.2,4.5,4.2,3.8,3.6,3.4,3.3,3.5,3.6,3.7,3.8,4.0,4.2,4.3,4.6,5.4,6.0,5.1,5.1
38940,"Port St. Lucie, FL",38940,3.6,3.5,3.5,3.4,3.5,3.2,3.1,2.9,2.9,2.9,3.0,3.0,3.0,2.9,2.8,2.8,2.7,2.6,2.6,2.6,2.6,2.7,3.0,3.4,4.0,4.8,5.0,4.3,3.3,2.6,2.5,2.6,2.7,3.0,3.2,3.7,4.2,4.4,4.3,4.2,4.3,5.1,6.0,6.0,6.2
38240,"Pinehurst-Southern Pines, NC",38240,3.1,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.0,3.0,3.1,3.3,3.3,3.5,3.7,3.7,3.7,3.7,3.6,3.6,3.6,3.6,3.8,3.8,4.0,4.1,4.2,4.3,4.4,4.6,5.0,5.2,5.1,5.2
38300,"Pittsburgh, PA",38300,2.3,2.2,2.2,2.3,2.3,2.2,2.2,2.3,2.2,2.2,2.3,2.3,2.4,2.5,2.4,2.4,2.4,2.3,2.3,2.3,2.3,2.4,2.5,2.5,2.6,2.7,2.7,2.6,2.6,2.6,2.6,2.5,2.6,2.6,2.6,2.6,2.5,2.5,2.6,2.7,2.8,3.1,3.0,2.9,3.0
39380,"Pueblo, CO",39380,3.4,3.3,3.3,3.5,3.4,3.4,3.5,3.5,3.2,3.1,3.0,2.9,3.0,3.0,3.1,3.2,3.4,3.4,3.5,3.5,3.5,3.7,3.8,3.8,3.8,3.9,3.9,3.8,3.6,3.6,3.6,3.4,3.3,3.3,3.4,3.6,3.6,3.7,3.9,4.1,4.5,5.1,5.0,4.7,4.7
39460,"Punta Gorda, FL",39460,4.2,4.0,3.9,4.3,4.2,4.1,4.0,3.8,3.7,3.7,3.6,3.7,3.7,3.6,3.4,3.3,3.2,3.1,3.2,3.1,3.2,3.3,3.6,3.9,4.4,5.2,5.3,4.3,3.3,2.6,2.5,2.2,2.7,3.1,3.3,3.7,3.9,4.1,4.1,4.2,4.4,5.2,5.9,5.2,4.8
39150,"Prescott Valley-Prescott, AZ",39150,4.0,4.0,3.8,4.1,4.1,4.2,4.3,4.3,4.2,4.0,4.0,4.1,4.1,4.0,4.1,4.2,4.2,4.1,4.2,4.1,4.2,4.4,4.5,4.5,4.8,5.7,6.3,6.1,5.4,4.9,4.3,3.9,4.0,4.2,4.4,4.6,4.8,5.2,5.5,5.6,5.8,6.7,7.7,7.4,7.5
39540,"Racine-Mount Pleasant, WI",39540,2.5,2.4,2.2,2.3,2.3,2.2,2.2,2.1,2.1,2.0,2.0,2.1,2.1,2.1,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.3,2.4,2.5,2.7,2.9,3.0,3.0,2.9,2.8,2.7,2.5,2.4,2.4,2.3,2.4,2.6,2.8,2.9,3.0,3.3,3.2,3.5,3.5,3.9
39580,"Raleigh-Cary, NC",39580,3.7,3.6,3.5,3.3,3.3,3.3,3.3,3.2,3.1,3.0,2.8,2.3,2.3,2.3,2.4,2.5,2.7,2.7,2.7,2.6,2.5,2.5,2.7,2.7,2.8,3.1,3.3,3.4,3.2,3.0,3.2,3.3,3.1,3.2,3.3,3.6,3.5,3.6,3.7,3.7,3.9,4.5,5.0,4.8,4.8
39660,"Rapid City, SD",39660,3.2,2.9,2.9,2.8,2.8,2.7,2.7,2.7,2.5,2.3,2.2,2.2,2.2,2.3,2.3,2.4,2.5,2.5,2.5,2.4,2.4,2.5,2.6,2.7,2.9,3.0,3.0,3.1,3.1,3.1,3.1,3.0,3.0,3.1,3.0,3.2,3.2,3.2,3.2,3.2,3.2,3.5,3.8,3.7,3.7
40060,"Richmond, VA",40060,3.0,2.9,2.8,2.8,2.7,2.7,2.6,2.7,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.9,3.1,3.3,3.7,4.0,4.1,3.8,3.5,3.6,3.5,3.3,3.5,3.6,3.6,3.7,3.8,3.9,4.0,4.2,4.5,4.7,4.7,4.9
39740,"Reading, PA",39740,2.7,2.4,2.3,2.3,2.2,2.2,2.2,2.2,2.4,2.5,2.5,2.5,2.5,2.4,2.3,2.2,2.1,2.1,2.0,1.9,1.9,2.0,2.0,2.2,2.4,2.7,2.7,2.8,2.8,2.8,2.8,2.7,2.7,2.7,2.6,2.6,2.6,2.7,2.5,2.6,2.7,3.1,3.2,3.4,3.6
39820,"Redding, CA",39820,4.1,4.3,4.3,4.2,4.0,3.9,4.0,3.9,4.4,4.8,4.6,4.6,4.5,4.2,4.1,3.8,3.7,3.5,3.5,3.3,3.4,3.7,4.3,5.2,6.0,6.9,7.0,6.3,5.4,4.6,4.2,3.6,3.8,4.4,4.8,5.1,4.9,4.9,4.8,4.9,5.1,5.7,5.5,4.9,4.6
39900,"Reno, NV",39900,3.3,3.4,3.5,3.4,3.3,3.2,3.2,3.1,3.0,3.0,3.1,3.2,3.2,3.3,3.4,3.3,3.3,3.3,3.2,3.2,3.1,3.2,3.5,3.9,5.3,6.6,6.5,5.7,4.6,3.5,3.4,3.1,3.3,4.2,4.5,4.9,5.1,5.5,5.7,5.4,5.7,6.6,7.1,6.6,6.9
40140,"Riverside-San Bernardino-Ontario, CA",40140,4.7,4.7,4.3,4.0,3.8,3.6,3.5,3.4,3.5,3.7,3.9,4.0,4.1,4.0,3.8,3.5,3.2,3.1,3.0,3.0,3.2,3.5,3.9,4.8,6.2,7.4,7.5,6.8,4.4,3.1,3.4,3.3,3.6,4.6,5.0,5.2,5.3,5.4,5.4,5.4,5.8,6.6,6.8,6.4,6.5
40220,"Roanoke, VA",40220,2.7,2.6,2.4,2.7,2.7,2.7,2.6,2.7,2.6,2.6,2.7,2.7,2.7,2.8,2.8,2.8,2.8,2.7,2.8,2.7,2.8,3.0,3.1,3.2,3.4,3.5,3.7,3.8,3.8,3.8,3.6,3.4,3.3,3.2,3.2,3.2,3.2,3.2,3.2,3.4,3.7,4.0,4.2,4.2,4.5
40420,"Rockford, IL",40420,1.8,1.8,1.7,1.7,1.6,1.6,1.5,1.5,1.5,1.5,1.6,1.7,1.8,1.8,1.8,1.7,1.7,1.6,1.6,1.6,1.6,1.7,1.9,2.1,2.3,2.6,2.5,2.5,2.4,2.3,2.4,2.0,1.9,1.8,1.7,1.8,2.0,2.2,2.1,2.2,2.3,2.6,2.6,2.6,2.8
40340,"Rochester, MN",40340,2.4,2.3,2.0,2.1,2.1,2.1,2.1,2.1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.9,1.9,1.9,2.0,2.1,2.2,2.2,2.3,2.3,2.4,2.4,2.3,2.2,2.2,2.1,2.0,2.0,2.0,2.0,2.0,2.4,2.3,2.8,3.2,3.3,3.6,3.8,3.7,3.9
40580,"Rocky Mount, NC",40580,3.3,3.3,3.2,3.0,3.0,3.0,3.0,3.0,2.9,2.8,2.7,2.7,2.7,2.7,2.7,2.7,2.6,2.7,2.8,2.8,2.8,3.0,3.1,3.2,3.2,3.3,3.2,3.1,3.2,3.2,2.9,2.8,2.7,2.7,2.7,2.7,2.8,2.7,2.7,2.8,2.8,3.1,3.4,3.4,3.4
40660,"Rome, GA",40660,2.7,2.8,2.7,2.7,2.6,2.5,2.5,2.4,2.4,2.3,2.2,2.2,2.2,2.2,2.2,2.3,2.4,2.5,2.6,2.6,2.7,2.8,3.0,3.0,3.1,3.2,3.1,3.0,3.0,3.1,3.0,2.8,2.8,2.8,2.8,2.7,2.7,2.8,2.9,3.0,2.9,3.2,3.5,3.7,3.9
40380,"Rochester, NY",40380,2.1,2.1,2.1,2.3,2.3,2.4,2.5,2.5,2.5,2.4,2.4,2.4,2.5,2.4,2.4,2.3,2.3,2.2,2.2,2.1,2.0,2.1,2.2,2.2,2.3,2.4,2.3,2.3,2.2,2.2,2.4,2.4,2.4,2.5,2.4,2.5,2.4,2.4,2.4,2.5,2.7,2.9,3.0,3.1,3.3
42220,"Santa Rosa-Petaluma, CA",42220,4.6,4.7,4.5,4.3,3.9,3.8,3.9,4.0,4.5,4.8,4.8,4.9,5.2,5.1,5.0,4.9,4.5,4.3,4.5,4.7,5.7,6.3,6.8,7.6,8.8,10.3,9.8,8.9,6.3,5.5,5.8,5.4,5.7,6.8,7.4,7.6,7.8,8.0,8.0,7.7,7.8,8.3,8.6,8.2,8.2
41540,"Salisbury, MD",41540,3.2,3.1,2.8,2.7,2.6,2.6,2.7,2.7,2.8,2.9,2.9,2.9,3.0,2.9,2.9,2.9,2.9,2.8,2.8,2.8,2.9,3.1,3.4,3.7,4.1,4.7,4.9,4.8,4.5,4.2,4.0,3.6,3.6,3.4,3.4,3.4,3.5,3.4,3.1,3.1,3.1,3.3,3.7,3.8,3.8
40900,"Sacramento-Roseville-Folsom, CA",40900,3.4,3.6,3.4,3.3,3.1,3.0,3.0,3.0,3.1,3.4,4.0,4.0,3.9,3.7,3.5,3.3,3.0,2.9,3.0,2.9,3.0,3.5,4.2,4.9,6.1,6.9,6.6,5.7,3.7,3.1,3.3,3.0,3.1,4.1,4.5,4.6,4.8,5.0,5.0,5.0,5.2,5.9,6.0,5.6,5.6
41780,"Sandusky, OH",41780,2.5,2.5,2.3,2.4,2.2,2.1,2.1,2.1,2.2,2.3,2.3,2.4,2.5,2.5,2.5,2.5,2.6,2.7,2.7,2.6,2.6,2.8,2.8,2.8,2.8,2.8,2.6,2.5,2.3,2.2,2.4,2.2,2.3,2.4,2.4,2.5,2.6,2.6,2.6,2.6,2.8,3.0,3.2,3.3,3.4
41420,"Salem, OR",41420,2.9,2.7,2.8,2.8,2.6,2.4,2.3,2.2,2.1,2.1,2.2,2.2,2.3,2.4,2.6,2.7,2.7,2.8,2.8,2.8,2.8,3.1,3.3,3.7,3.7,4.1,4.8,5.0,4.6,4.0,3.8,3.2,3.2,3.6,3.8,4.0,4.3,4.7,4.9,5.0,5.4,6.1,6.4,6.1,5.7
41860,"San Francisco-Oakland-Fremont, CA",41860,6.3,6.3,5.3,5.4,5.2,5.1,5.1,5.4,5.9,6.4,6.3,6.1,6.0,5.8,5.8,5.6,5.6,5.7,5.8,5.9,7.2,7.6,8.5,9.2,10.3,10.7,10.4,10.1,7.1,5.6,6.4,6.1,6.6,8.2,8.8,9.1,9.0,9.2,9.5,9.1,9.8,11.2,11.1,10.0,10.5
40980,"Saginaw, MI",40980,2.0,2.0,1.9,1.8,1.7,1.6,1.6,1.7,1.7,1.8,1.8,1.9,2.0,1.9,1.9,2.0,2.1,2.1,2.2,2.2,2.2,2.3,2.5,2.6,2.6,2.6,2.5,2.4,2.3,2.2,2.1,2.0,2.0,2.1,2.1,2.2,2.2,2.1,2.1,2.1,2.2,2.4,2.6,2.6,2.7
41940,"San Jose-Sunnyvale-Santa Clara, CA",41940,4.7,4.7,4.1,4.0,3.9,4.0,4.1,4.2,4.7,5.8,6.2,6.3,6.3,6.3,6.0,5.8,5.6,5.8,5.9,5.6,6.5,7.0,7.3,7.7,8.4,9.5,9.6,9.9,7.9,6.1,7.1,6.6,7.2,8.3,8.9,9.2,9.2,10.0,10.7,9.6,10.2,11.5,11.9,11.5,12.0
41500,"Salinas, CA",41500,4.5,4.7,4.2,4.4,4.4,4.4,4.5,4.6,4.9,5.4,5.7,5.7,5.7,5.6,5.5,5.3,5.1,5.0,5.1,5.3,5.9,6.4,7.0,7.7,9.0,10.7,10.9,9.6,6.8,6.1,6.3,6.0,5.9,6.5,7.4,7.7,8.1,9.0,8.9,8.5,9.4,10.3,10.3,10.6,10.7
41740,"San Diego-Chula Vista-Carlsbad, CA",41740,5.8,5.6,4.9,4.8,4.6,4.4,4.3,4.4,4.7,5.2,5.2,5.2,5.2,5.0,4.9,4.7,4.6,4.6,4.8,4.9,5.4,5.9,7.1,8.1,10.0,10.3,9.7,9.1,6.4,5.7,6.2,6.0,6.2,7.2,7.6,7.8,7.7,7.9,7.9,7.7,8.1,9.0,9.3,9.0,9.4
41660,"San Angelo, TX",41660,2.7,2.6,2.6,2.7,2.7,2.7,2.7,2.5,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.2,2.2,2.2,2.1,2.2,2.3,2.4,2.4,2.5,2.7,2.7,2.7,2.8,2.8,2.7,2.7,2.8,2.9,3.0,2.9,2.9,3.0,3.0,3.0,3.4,4.0,4.3,4.4
42200,"Santa Maria-Santa Barbara, CA",42200,7.1,7.0,6.8,6.4,5.9,5.7,6.0,6.2,7.1,7.8,6.4,6.2,6.3,6.0,6.2,5.9,5.7,6.2,5.8,6.3,6.7,7.1,8.3,9.4,11.7,12.7,12.7,13.0,7.4,6.3,7.5,6.5,7.6,9.8,10.7,10.9,10.3,9.8,9.0,8.7,10.1,11.9,11.8,11.7,12.7
41100,"St. George, UT",41100,4.8,5.0,4.9,4.7,4.3,4.0,3.9,3.7,3.5,3.2,3.2,3.3,3.3,3.4,3.5,3.7,3.8,3.8,3.9,3.7,3.7,3.8,3.7,3.7,3.8,4.7,5.4,5.2,4.6,4.0,3.7,3.5,3.5,3.7,3.8,3.9,4.4,4.9,5.0,4.9,5.6,6.6,8.0,6.9,7.0
42340,"Savannah, GA",42340,3.2,3.2,3.2,3.1,3.0,3.0,3.0,3.0,2.9,2.8,2.7,2.7,2.7,2.7,2.8,2.7,2.7,2.7,2.7,2.7,2.8,2.9,3.2,3.3,3.5,3.9,4.1,4.3,4.2,4.1,3.8,3.5,3.3,3.3,3.3,3.3,3.4,3.4,3.5,3.6,3.7,3.9,4.5,4.9,5.0
42100,"Santa Cruz-Watsonville, CA",42100,6.8,6.8,6.5,6.2,5.7,5.5,5.7,5.6,6.2,6.6,6.4,6.0,5.8,5.7,5.5,5.4,5.3,5.6,6.1,6.5,7.8,8.5,9.1,9.6,10.8,12.3,11.5,11.1,8.6,7.3,8.2,7.2,7.6,8.8,10.0,10.3,10.6,10.4,10.6,10.1,10.9,12.5,13.3,11.6,12.2
41620,"Salt Lake City-Murray, UT",41620,3.1,3.1,3.0,3.0,2.9,2.8,2.8,2.6,2.4,2.3,2.2,2.2,2.2,2.4,2.6,2.8,2.9,2.9,2.9,2.9,2.8,2.9,3.0,3.0,3.1,3.3,3.8,4.0,3.9,3.7,3.6,3.2,3.4,3.8,3.8,3.9,4.0,4.2,4.4,4.6,4.9,5.7,6.3,5.7,5.9
41700,"San Antonio-New Braunfels, TX",41700,3.4,3.3,3.3,3.3,3.4,3.1,3.2,3.0,2.6,2.5,2.4,2.3,2.4,2.6,2.5,2.5,2.5,2.5,2.4,2.3,2.4,2.5,2.7,2.9,2.9,3.1,3.2,3.3,3.2,3.1,3.1,3.0,3.1,3.3,3.4,3.6,3.7,3.8,3.9,3.9,4.0,4.4,4.8,4.5,4.2
42660,"Seattle-Tacoma-Bellevue, WA",42660,2.7,2.6,2.4,2.6,2.6,2.6,2.5,2.5,2.5,2.8,3.4,3.3,3.4,3.4,3.5,3.5,3.4,3.4,3.5,3.7,3.8,4.2,4.4,4.5,5.1,5.6,6.0,6.1,5.5,4.9,4.8,4.4,4.5,5.0,4.9,5.0,5.2,5.6,5.7,5.7,6.1,6.9,7.1,6.6,6.9
42700,"Sebring, FL",42700,4.1,3.9,3.7,3.9,3.6,3.4,3.4,3.3,3.3,3.2,3.1,3.0,3.0,2.9,2.8,2.8,2.8,2.7,2.7,2.7,2.7,2.9,3.1,3.3,3.9,4.8,5.5,5.4,4.4,3.7,3.2,2.8,2.7,2.6,2.7,2.8,3.0,3.1,3.2,3.1,3.1,3.6,4.4,4.8,4.7
42140,"Santa Fe, NM",42140,5.1,5.3,5.3,5.2,5.0,4.9,5.0,5.0,4.8,4.6,4.5,4.6,4.7,5.0,5.3,5.5,5.4,5.4,5.4,5.4,5.6,5.8,6.1,6.5,6.9,7.3,7.7,7.5,7.3,7.2,7.0,6.7,6.4,6.3,6.2,6.2,6.3,6.4,6.7,6.6,7.2,8.0,8.3,8.1,8.1
44140,"Springfield, MA",44140,2.6,2.6,2.8,2.8,2.9,3.1,3.5,4.0,4.3,4.2,4.0,3.9,3.8,3.6,3.4,3.3,3.1,3.0,2.9,2.9,2.9,3.1,3.3,3.6,3.9,4.2,4.2,4.1,3.8,3.5,3.8,3.5,3.4,3.5,3.6,3.6,3.5,3.6,3.7,3.6,3.8,4.3,4.6,4.7,4.9
43100,"Sheboygan, WI",43100,2.6,2.4,2.2,2.3,2.2,2.1,2.1,2.0,1.9,1.9,2.0,2.0,2.0,2.0,2.1,2.2,2.3,2.3,2.3,2.3,2.3,2.4,2.4,2.4,2.6,2.8,2.9,2.9,2.8,2.8,2.7,2.6,2.6,2.5,2.4,2.4,2.4,2.5,2.5,2.5,2.6,2.9,3.2,3.3,3.3
43300,"Sherman-Denison, TX",43300,2.7,2.7,2.8,2.8,2.7,2.5,2.5,2.2,2.1,2.0,1.9,1.9,2.0,2.0,1.9,1.9,1.9,1.9,1.9,1.9,1.9,2.0,2.1,2.1,2.1,2.1,2.1,2.0,2.1,2.1,2.1,2.1,2.2,2.2,2.4,2.6,2.8,3.1,3.3,3.4,3.4,4.1,4.2,4.1,4.1
43420,"Sierra Vista-Douglas, AZ",43420,2.9,2.9,2.7,2.9,2.9,3.0,3.1,3.1,3.0,2.9,2.8,2.6,2.6,2.6,2.7,2.7,2.8,2.8,2.9,2.9,2.9,3.1,3.3,3.4,3.8,4.4,4.8,4.7,4.4,4.2,4.1,4.0,3.9,3.7,3.6,3.7,3.7,3.6,3.6,3.6,3.6,4.0,4.7,5.2,5.5
42020,"San Luis Obispo-Paso Robles, CA",42020,5.7,6.0,5.6,5.2,5.0,5.1,5.2,5.2,5.3,6.4,7.1,6.8,6.5,6.3,6.0,5.8,5.6,5.4,5.5,5.8,6.2,6.8,7.8,8.5,9.8,11.2,11.1,9.9,8.6,7.8,7.6,7.1,7.0,7.4,8.0,8.1,8.3,8.3,8.5,8.3,8.4,9.2,10.2,9.8,9.9
43640,"Slidell-Mandeville-Covington, LA",43640,3.6,3.5,3.3,3.2,3.2,3.0,3.1,2.9,2.6,2.5,2.3,2.4,2.4,2.5,2.4,2.4,2.6,2.7,2.9,3.0,3.0,3.0,3.1,3.2,3.3,3.6,3.8,3.4,3.3,3.2,3.2,2.9,2.9,2.9,2.8,2.8,3.1,3.2,3.2,3.3,3.5,3.9,4.1,3.7,3.8
43780,"South Bend-Mishawaka, IN-MI",43780,2.1,2.1,2.0,1.9,1.9,1.8,1.8,1.8,1.8,1.9,2.0,2.0,2.1,2.0,1.9,2.0,2.1,2.1,2.1,2.1,2.0,2.3,2.2,2.2,2.2,2.3,2.2,2.1,1.9,1.9,1.9,1.9,2.0,2.1,2.2,2.4,2.3,2.4,2.4,2.5,2.6,2.9,3.1,3.0,3.0
43900,"Spartanburg, SC",43900,2.4,2.5,2.5,2.4,2.3,2.3,2.3,2.2,2.2,2.1,2.2,2.3,2.4,2.3,2.3,2.3,2.5,2.6,2.6,2.6,2.6,2.9,2.9,2.9,2.9,3.1,3.2,3.1,3.1,2.9,2.9,2.9,3.0,3.1,3.0,3.1,3.1,3.2,3.3,3.5,3.8,4.3,4.7,4.7,4.7
44220,"Springfield, OH",44220,2.5,2.5,2.5,2.3,2.2,2.0,2.0,2.0,2.0,2.0,2.1,2.1,2.2,2.2,2.2,2.3,2.3,2.3,2.3,2.3,2.2,2.3,2.4,2.4,2.5,2.5,2.4,2.4,2.3,2.3,2.3,2.3,2.2,2.2,2.1,2.2,2.1,2.2,2.3,2.3,2.3,2.5,2.8,3.0,3.3
44060,"Spokane-Spokane Valley, WA",44060,2.8,2.6,2.4,2.3,2.5,2.4,2.3,2.2,2.1,2.0,2.1,2.3,2.7,2.9,3.1,3.1,3.1,3.0,2.9,2.9,2.8,2.8,2.8,3.0,3.2,3.8,4.2,4.3,4.1,3.8,3.6,3.4,3.5,3.6,3.6,3.8,4.0,4.0,4.1,4.4,4.9,5.9,6.1,5.6,5.7
44180,"Springfield, MO",44180,4.7,4.3,4.0,3.9,3.8,3.7,3.7,3.6,3.5,3.3,3.0,2.6,2.4,2.5,2.6,2.7,2.6,2.6,2.6,2.5,2.6,2.6,2.6,2.7,3.1,3.2,3.2,2.9,2.9,2.8,2.8,2.6,2.6,2.8,2.8,2.8,2.8,2.9,3.0,3.2,3.3,3.6,3.9,3.8,3.8
44100,"Springfield, IL",44100,2.6,2.7,2.3,2.3,2.3,2.2,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.2,2.2,2.3,2.3,2.2,2.2,2.1,2.0,2.1,2.1,2.2,2.2,2.3,2.2,2.2,2.1,2.2,2.4,2.3,2.2,2.1,2.1,2.2,2.3,2.2,2.1,2.3,2.3,2.2,2.2,2.2,2.3
43340,"Shreveport-Bossier City, LA",43340,3.5,3.4,3.4,3.3,3.2,3.1,3.1,3.0,2.8,2.8,2.7,2.6,2.6,2.6,2.6,2.5,2.7,2.6,2.7,2.6,2.5,2.6,2.7,2.9,3.1,3.4,3.6,3.5,3.5,3.6,3.8,3.7,3.6,3.8,3.7,3.8,4.0,4.0,3.9,3.9,3.9,4.1,4.1,4.0,4.0
41060,"St. Cloud, MN",41060,2.9,2.7,2.4,2.6,2.6,2.6,2.5,2.5,2.4,2.4,2.3,2.4,2.4,2.3,2.4,2.3,2.3,2.3,2.2,2.3,2.4,2.6,2.9,3.1,3.4,3.7,3.8,3.7,3.3,3.2,3.1,2.9,2.7,2.7,2.7,2.8,2.8,2.8,2.8,2.8,2.9,3.2,3.4,3.5,3.6
44300,"State College, PA",44300,2.9,2.9,2.7,2.6,2.6,2.5,2.6,2.8,2.8,2.8,2.7,2.8,2.9,3.0,3.1,3.1,3.1,3.1,3.0,3.0,3.1,3.3,3.4,3.5,3.7,3.9,3.9,3.8,3.7,3.8,3.7,3.7,3.6,3.5,3.5,3.4,3.5,3.6,3.8,4.1,4.1,4.4,4.7,4.9,5.0
41140,"St. Joseph, MO-KS",41140,2.1,2.0,1.9,1.9,1.9,2.0,2.0,2.0,2.0,1.9,1.8,1.8,1.9,1.9,2.0,1.9,2.1,2.0,2.0,2.0,2.1,2.2,2.3,2.4,2.4,2.5,2.5,2.4,2.4,2.4,2.3,2.2,2.2,2.2,2.2,2.3,2.3,2.3,2.4,2.4,2.5,2.6,2.8,2.9,3.1
41180,"St. Louis, MO-IL",41180,3.1,2.9,2.7,2.7,2.7,2.7,2.7,2.8,2.7,2.7,2.6,2.6,2.7,2.6,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.6,2.6,2.7,2.8,3.0,3.0,2.9,2.6,2.5,2.6,2.4,2.4,2.6,2.6,2.7,2.7,2.7,2.8,2.8,3.0,3.2,3.3,3.2,3.3
44700,"Stockton-Lodi, CA",44700,3.0,3.1,3.0,2.9,2.8,2.7,2.8,2.8,3.2,3.5,3.5,3.6,3.5,3.4,3.2,3.0,2.8,2.6,3.2,3.3,3.7,4.4,5.0,5.5,6.3,7.6,7.5,6.4,4.0,2.9,3.2,3.1,3.2,4.1,4.8,5.1,5.3,5.5,5.7,5.6,5.7,6.2,6.4,6.1,6.1
44420,"Staunton-Stuarts Draft, VA",44420,3.2,3.1,2.8,2.9,2.8,2.7,2.6,2.7,2.8,2.8,2.8,2.8,2.9,2.9,2.9,2.9,2.8,2.8,2.8,2.8,2.8,3.0,3.1,3.3,3.5,4.0,4.5,4.6,4.6,4.6,4.5,4.3,4.2,4.1,4.2,4.2,4.2,4.2,4.2,4.2,4.3,4.6,5.0,5.1,5.2
44940,"Sumter, SC",44940,3.5,3.6,3.5,3.3,3.2,3.1,3.1,3.1,3.0,2.9,2.9,2.8,2.9,2.8,2.7,2.7,2.7,2.6,2.7,2.6,2.7,2.7,2.8,2.9,3.0,3.1,3.1,3.2,3.1,3.2,3.0,2.9,2.8,2.9,2.8,2.9,2.8,2.8,2.8,3.1,3.2,3.5,3.9,4.1,4.3
42540,"Scranton--Wilkes-Barre, PA",42540,2.3,2.3,2.1,2.2,2.1,2.1,2.2,2.4,2.5,2.5,2.5,2.5,2.6,2.7,2.6,2.6,2.6,2.6,2.6,2.5,2.5,2.6,2.8,2.8,2.9,3.0,3.2,3.3,3.3,3.2,3.1,3.0,3.0,2.9,2.8,2.8,2.7,2.6,2.5,2.5,2.6,2.8,3.2,3.5,3.9
43620,"Sioux Falls, SD-MN",43620,2.7,2.5,2.5,2.5,2.5,2.4,2.4,2.3,2.1,2.1,2.0,2.2,2.2,2.3,2.4,2.4,2.4,2.3,2.3,2.3,2.4,2.5,2.5,2.6,2.7,2.8,2.8,2.7,2.6,2.6,2.6,2.6,2.7,2.7,2.8,2.8,2.9,3.0,3.2,3.3,3.3,3.6,4.0,4.1,4.3
43580,"Sioux City, IA-NE-SD",43580,2.3,2.2,2.0,2.1,2.0,2.0,1.9,1.8,1.7,1.7,1.7,1.7,1.8,1.8,1.9,1.9,2.0,2.0,2.0,2.0,2.0,2.1,2.1,2.1,2.1,2.1,2.0,2.0,1.9,2.0,2.0,1.9,1.9,2.0,2.0,1.9,2.0,2.0,2.0,2.0,2.1,2.2,2.4,2.5,2.6
45060,"Syracuse, NY",45060,2.4,2.4,2.2,2.1,2.2,2.3,2.5,2.6,2.6,2.5,2.5,2.4,2.4,2.5,2.4,2.3,2.2,2.1,2.1,2.0,2.0,2.1,2.1,2.2,2.3,2.4,2.5,2.5,2.4,2.4,2.5,2.4,2.4,2.4,2.3,2.3,2.3,2.2,2.3,2.4,2.5,2.7,2.8,2.9,3.0
45220,"Tallahassee, FL",45220,3.7,3.9,4.0,3.9,3.6,3.4,3.2,3.1,3.0,2.9,2.9,3.1,3.1,3.2,3.3,3.3,3.5,3.4,3.3,3.2,3.3,3.5,3.7,3.6,3.9,4.0,4.1,4.0,4.3,4.2,4.1,3.7,3.7,3.8,3.8,3.8,3.9,4.0,4.2,4.2,4.4,4.7,5.1,5.0,4.9
45300,"Tampa-St. Petersburg-Clearwater, FL",45300,3.2,3.2,3.4,3.2,3.1,3.0,3.0,2.9,2.8,2.7,2.7,2.6,2.6,2.6,2.6,2.5,2.5,2.5,2.5,2.5,2.9,3.2,3.4,3.6,3.9,4.7,5.1,4.6,3.8,3.0,3.0,2.7,2.9,3.3,3.3,3.5,3.9,4.2,4.3,4.2,4.5,5.1,5.8,5.6,5.5
